"Specimen thickness",1.5,"mm"
"Specimen width",4.89,"mm"
"Cross-section",7.335,"mm²"
"Gage length, standard travel",30,"mm"
"Extensometer",""
"Load cell",""
"Date/Clock time",44182.5,""
"Operator",""
"v1",1,"mm/min"
"v2",1,"mm/min"
"Time","Crosshead absolute","Standard travel","Standard force","Capteur de course"
"s","mm","mm","N","mm"
13.6981,1190.74,0.181183,3565.32,4.97235
13.7081,1190.74,0.181355,3568.25,4.97237
13.7181,1190.74,0.181516,3571.22,4.9724
13.728,1190.74,0.181677,3574.2,4.97242
13.738,1190.74,0.181849,3577.22,4.97246
13.748,1190.74,0.182011,3580.23,4.9725
13.7581,1190.74,0.182178,3583.2,4.97252
13.7681,1190.74,0.182345,3586.19,4.97255
13.7781,1190.74,0.182517,3589.21,4.97258
13.788,1190.74,0.182686,3592.21,4.97261
13.798,1190.74,0.182854,3595.22,4.97264
13.808,1190.74,0.18302,3598.26,4.97267
13.8181,1190.74,0.183186,3601.29,4.97269
13.8281,1190.74,0.18335,3604.31,4.97271
13.8381,1190.74,0.183518,3607.29,4.97272
13.8481,1190.74,0.183685,3610.27,4.97273
13.858,1190.74,0.183854,3613.29,4.97275
13.868,1190.74,0.184021,3616.32,4.97276
13.878,1190.74,0.184189,3619.35,4.97278
13.8881,1190.74,0.18435,3622.38,4.9728
13.8981,1190.74,0.184511,3625.4,4.97281
13.9081,1190.74,0.184681,3628.41,4.97281
13.918,1190.74,0.184852,3631.43,4.97282
13.928,1190.74,0.185014,3634.43,4.97283
13.938,1190.74,0.185179,3637.42,4.97283
13.9481,1190.74,0.185347,3640.44,4.97283
13.9581,1190.74,0.185518,3643.42,4.97283
13.9681,1190.74,0.185683,3646.4,4.97282
13.978,1190.74,0.185843,3649.37,4.97281
13.988,1190.74,0.186014,3652.35,4.9728
13.998,1190.74,0.186185,3655.34,4.97278
14.0081,1190.74,0.186352,3658.32,4.97276
14.0181,1190.74,0.186518,3661.24,4.97273
14.0281,1190.74,0.186684,3664.18,4.97271
14.038,1190.74,0.186851,3667.14,4.97269
14.048,1190.74,0.187021,3670.12,4.97266
14.058,1190.74,0.187183,3673.07,4.97263
14.0681,1190.74,0.187344,3675.99,4.97261
14.0781,1190.74,0.187514,3678.94,4.97258
14.0881,1190.74,0.187684,3681.91,4.97256
14.0981,1190.74,0.187852,3684.83,4.97254
14.108,1190.74,0.188009,3687.75,4.97252
14.118,1190.74,0.188177,3690.72,4.97249
14.128,1190.74,0.188351,3693.71,4.97247
14.1381,1190.74,0.188515,3696.65,4.97244
14.1481,1190.74,0.188678,3699.55,4.97242
14.1581,1190.74,0.188851,3702.51,4.97239
14.168,1190.74,0.189019,3705.44,4.97236
14.178,1190.74,0.189182,3708.36,4.97234
14.188,1190.74,0.189348,3711.26,4.97231
14.1981,1190.74,0.189518,3714.18,4.97228
14.2081,1190.74,0.189682,3717.09,4.97226
14.2181,1190.74,0.189849,3720.01,4.97223
14.228,1190.74,0.19002,3722.88,4.97222
14.238,1190.75,0.190185,3725.81,4.97221
14.248,1190.75,0.190357,3728.73,4.97219
14.2581,1190.75,0.190524,3731.63,4.97218
14.2681,1190.75,0.190688,3734.58,4.97217
14.2781,1190.75,0.190851,3737.53,4.97216
14.288,1190.75,0.191013,3740.46,4.97215
14.298,1190.75,0.191181,3743.42,4.97215
14.308,1190.75,0.19135,3746.38,4.97214
14.3181,1190.75,0.191516,3749.33,4.97213
14.3281,1190.75,0.19168,3752.32,4.97213
14.3381,1190.75,0.191851,3755.28,4.97212
14.3481,1190.75,0.192015,3758.27,4.97211
14.358,1190.75,0.192175,3761.26,4.9721
14.368,1190.75,0.192348,3764.22,4.97209
14.378,1190.75,0.192517,3767.17,4.97208
14.3881,1190.75,0.192684,3770.13,4.97208
14.3981,1190.75,0.192852,3773.08,4.97208
14.4081,1190.75,0.193022,3776.04,4.97208
14.418,1190.75,0.193183,3779,4.97208
14.428,1190.75,0.193345,3781.91,4.97208
14.438,1190.75,0.193512,3784.85,4.97208
14.4481,1190.75,0.193687,3787.77,4.97209
14.4581,1190.75,0.193851,3790.68,4.97209
14.4681,1190.75,0.194016,3793.58,4.9721
14.478,1190.75,0.194181,3796.53,4.97211
14.488,1190.75,0.194348,3799.49,4.97211
14.498,1190.75,0.194512,3802.43,4.97211
14.5081,1190.75,0.194679,3805.37,4.9721
14.5181,1190.75,0.194844,3808.33,4.9721
14.5281,1190.75,0.195013,3811.32,4.97209
14.538,1190.75,0.195176,3814.29,4.97209
14.548,1190.75,0.195344,3817.26,4.97209
14.558,1190.75,0.195513,3820.24,4.97208
14.5681,1190.75,0.195682,3823.27,4.97207
14.5781,1190.75,0.195845,3826.27,4.97206
14.5881,1190.75,0.196012,3829.23,4.97205
14.5981,1190.75,0.196182,3832.19,4.97205
14.608,1190.75,0.196352,3835.14,4.97204
14.618,1190.75,0.196521,3838.11,4.97203
14.628,1190.75,0.196684,3841.05,4.97201
14.6381,1190.75,0.196848,3844.02,4.972
14.6481,1190.75,0.197012,3846.97,4.97198
14.6581,1190.75,0.197184,3849.92,4.97196
14.668,1190.75,0.197353,3852.83,4.97194
14.678,1190.75,0.197517,3855.76,4.97192
14.688,1190.75,0.197685,3858.74,4.9719
14.6981,1190.75,0.197854,3861.69,4.97188
14.7081,1190.75,0.198015,3864.65,4.97186
14.7181,1190.75,0.198176,3867.59,4.97185
14.728,1190.75,0.19835,3870.55,4.97185
14.738,1190.75,0.198515,3873.47,4.97184
14.748,1190.75,0.198674,3876.41,4.97183
14.7581,1190.75,0.198848,3879.36,4.97182
14.7681,1190.75,0.199019,3882.33,4.97181
14.7781,1190.75,0.199176,3885.29,4.9718
14.788,1190.75,0.199342,3888.22,4.97179
14.798,1190.75,0.199516,3891.15,4.97176
14.808,1190.75,0.199689,3894.07,4.97174
14.8181,1190.75,0.199858,3896.99,4.97171
14.8281,1190.75,0.20002,3899.94,4.97168
14.8381,1190.76,0.200181,3902.9,4.97166
14.8481,1190.76,0.200347,3905.81,4.97163
14.858,1190.76,0.200515,3908.71,4.9716
14.868,1190.76,0.200686,3911.6,4.97157
14.878,1190.76,0.200855,3914.49,4.97153
14.8881,1190.76,0.201016,3917.37,4.9715
14.8981,1190.76,0.201177,3920.28,4.97147
14.9081,1190.76,0.201348,3923.17,4.97143
14.918,1190.76,0.201517,3926.05,4.9714
14.928,1190.76,0.201681,3928.94,4.97136
14.938,1190.76,0.201847,3931.82,4.97133
14.9481,1190.76,0.202009,3934.73,4.97129
14.9581,1190.76,0.202175,3937.66,4.97125
14.9681,1190.76,0.202346,3940.57,4.97122
14.978,1190.76,0.202516,3943.5,4.97119
14.988,1190.76,0.202681,3946.45,4.97116
14.998,1190.76,0.202848,3949.38,4.97114
15.0081,1190.76,0.203016,3952.32,4.97112
15.0181,1190.76,0.203182,3955.25,4.9711
15.0281,1190.76,0.203348,3958.18,4.97108
15.038,1190.76,0.203518,3961.12,4.97106
15.048,1190.76,0.20369,3964.03,4.97104
15.058,1190.76,0.203852,3966.96,4.97103
15.0681,1190.76,0.204019,3969.87,4.97102
15.0781,1190.76,0.204188,3972.77,4.97101
15.0881,1190.76,0.204351,3975.68,4.971
15.0981,1190.76,0.204518,3978.6,4.97098
15.108,1190.76,0.204686,3981.51,4.97098
15.118,1190.76,0.204844,3984.46,4.97096
15.128,1190.76,0.205013,3987.37,4.97096
15.1381,1190.76,0.205182,3990.28,4.97096
15.1481,1190.76,0.205347,3993.22,4.97095
15.1581,1190.76,0.205515,3996.12,4.97094
15.168,1190.76,0.205685,3999.06,4.97094
15.178,1190.76,0.205849,4002,4.97094
15.188,1190.76,0.206014,4004.93,4.97095
15.1981,1190.76,0.206178,4007.84,4.97096
15.2081,1190.76,0.206345,4010.77,4.97098
15.2181,1190.76,0.206518,4013.67,4.97101
15.228,1190.76,0.206683,4016.59,4.97104
15.238,1190.76,0.206849,4019.52,4.97109
15.248,1190.76,0.207014,4022.43,4.97115
15.2581,1190.76,0.207181,4025.37,4.9712
15.2681,1190.76,0.20735,4028.3,4.97127
15.2781,1190.76,0.207518,4031.19,4.97133
15.288,1190.76,0.207684,4034.07,4.97139
15.298,1190.76,0.207849,4036.95,4.97145
15.308,1190.76,0.208021,4039.84,4.97151
15.3181,1190.76,0.208189,4042.72,4.97157
15.3281,1190.76,0.208344,4045.6,4.97162
15.3381,1190.76,0.208508,4048.48,4.97167
15.3481,1190.76,0.208681,4051.43,4.97173
15.358,1190.76,0.208848,4054.35,4.97177
15.368,1190.76,0.209009,4057.26,4.97181
15.378,1190.76,0.209176,4060.18,4.97186
15.3881,1190.76,0.20935,4063.16,4.9719
15.3981,1190.76,0.20952,4066.13,4.97194
15.4081,1190.76,0.209687,4069.08,4.97199
15.418,1190.76,0.209853,4072.06,4.97202
15.428,1190.76,0.210018,4075.05,4.97206
15.438,1190.77,0.210186,4078.06,4.97209
15.4481,1190.77,0.210353,4081,4.97212
15.4581,1190.77,0.210517,4083.94,4.97216
15.4681,1190.77,0.210683,4086.88,4.9722
15.478,1190.77,0.210852,4089.81,4.97224
15.488,1190.77,0.211023,4092.71,4.97227
15.498,1190.77,0.211184,4095.65,4.9723
15.5081,1190.77,0.211346,4098.6,4.97232
15.5181,1190.77,0.211515,4101.51,4.97234
15.5281,1190.77,0.211682,4104.42,4.97236
15.538,1190.77,0.211848,4107.31,4.97239
15.548,1190.77,0.212013,4110.19,4.97241
15.558,1190.77,0.212182,4113.08,4.97242
15.5681,1190.77,0.212349,4115.96,4.97244
15.5781,1190.77,0.212514,4118.85,4.97247
15.5881,1190.77,0.212682,4121.74,4.9725
15.5981,1190.77,0.212848,4124.61,4.97253
15.608,1190.77,0.213011,4127.47,4.97257
15.618,1190.77,0.213176,4130.34,4.97261
15.628,1190.77,0.213346,4133.22,4.97265
15.6381,1190.77,0.213515,4136.07,4.97268
15.6481,1190.77,0.21368,4138.93,4.97271
15.6581,1190.77,0.213851,4141.78,4.97274
15.668,1190.77,0.21402,4144.63,4.97278
15.678,1190.77,0.214184,4147.5,4.9728
15.688,1190.77,0.21435,4150.35,4.97282
15.6981,1190.77,0.214517,4153.19,4.97283
15.7081,1190.77,0.21468,4156.04,4.97284
15.7181,1190.77,0.214845,4158.86,4.97285
15.728,1190.77,0.215016,4161.7,4.97287
15.738,1190.77,0.215181,4164.56,4.9729
15.748,1190.77,0.215347,4167.41,4.97291
15.7581,1190.77,0.215512,4170.28,4.97293
15.7681,1190.77,0.215679,4173.14,4.97294
15.7781,1190.77,0.21585,4175.99,4.97296
15.788,1190.77,0.216019,4178.88,4.97298
15.798,1190.77,0.216182,4181.77,4.973
15.808,1190.77,0.21635,4184.64,4.97302
15.8181,1190.77,0.216516,4187.52,4.97303
15.8281,1190.77,0.216688,4190.39,4.97304
15.8381,1190.77,0.216857,4193.26,4.97305
15.8481,1190.77,0.217018,4196.15,4.97306
15.858,1190.77,0.217177,4199.02,4.97306
15.868,1190.77,0.217348,4201.91,4.97307
15.878,1190.77,0.217519,4204.8,4.97307
15.8881,1190.77,0.21769,4207.67,4.97307
15.8981,1190.77,0.217852,4210.54,4.97307
15.9081,1190.77,0.218016,4213.4,4.97308
15.918,1190.77,0.21818,4216.28,4.97308
15.928,1190.77,0.218353,4219.16,4.97309
15.938,1190.77,0.218521,4221.99,4.97309
15.9481,1190.77,0.218683,4224.83,4.9731
15.9581,1190.77,0.218847,4227.68,4.97311
15.9681,1190.77,0.219015,4230.52,4.97312
15.978,1190.77,0.219177,4233.36,4.97313
15.988,1190.77,0.21934,4236.22,4.97314
15.998,1190.77,0.219513,4239.08,4.97314
16.0081,1190.77,0.219683,4241.95,4.97315
16.0181,1190.77,0.219847,4244.83,4.97315
16.0281,1190.77,0.220014,4247.73,4.97314
16.038,1190.78,0.220184,4250.61,4.97314
16.048,1190.78,0.220349,4253.5,4.97313
16.058,1190.78,0.220517,4256.41,4.97312
16.0681,1190.78,0.220682,4259.33,4.97311
16.0781,1190.78,0.220849,4262.22,4.9731
16.0881,1190.78,0.221016,4265.1,4.97308
16.0981,1190.78,0.221182,4267.98,4.97307
16.108,1190.78,0.22135,4270.88,4.97305
16.118,1190.78,0.221515,4273.78,4.97303
16.128,1190.78,0.221678,4276.65,4.97301
16.1381,1190.78,0.221844,4279.54,4.97299
16.1481,1190.78,0.222017,4282.44,4.97297
16.1581,1190.78,0.222185,4285.34,4.97295
16.168,1190.78,0.222348,4288.23,4.97293
16.178,1190.78,0.222508,4291.09,4.97291
16.188,1190.78,0.222679,4293.99,4.97288
16.1981,1190.78,0.222851,4296.93,4.97286
16.2081,1190.78,0.223016,4299.86,4.97283
16.2181,1190.78,0.223177,4302.79,4.9728
16.228,1190.78,0.223341,4305.67,4.97277
16.238,1190.78,0.223517,4308.57,4.97274
16.248,1190.78,0.223693,4311.43,4.97271
16.2581,1190.78,0.223855,4314.29,4.97267
16.2681,1190.78,0.224016,4317.15,4.97264
16.2781,1190.78,0.224179,4320.05,4.9726
16.288,1190.78,0.224351,4322.88,4.97257
16.298,1190.78,0.224515,4325.66,4.97254
16.308,1190.78,0.224682,4328.46,4.9725
16.3181,1190.78,0.224853,4331.27,4.97247
16.3281,1190.78,0.225016,4334.1,4.97244
16.3381,1190.78,0.225176,4336.92,4.9724
16.3481,1190.78,0.225349,4339.75,4.97237
16.358,1190.78,0.225519,4342.55,4.97234
16.368,1190.78,0.225687,4345.36,4.97231
16.378,1190.78,0.225849,4348.15,4.97226
16.3881,1190.78,0.226013,4350.98,4.97222
16.3981,1190.78,0.226182,4353.79,4.97219
16.4081,1190.78,0.22635,4356.57,4.97216
16.418,1190.78,0.226517,4359.31,4.97213
16.428,1190.78,0.226684,4362.07,4.9721
16.438,1190.78,0.226852,4364.83,4.97207
16.4481,1190.78,0.227016,4367.59,4.97203
16.4581,1190.78,0.227177,4370.37,4.972
16.4681,1190.78,0.227348,4373.13,4.97198
16.478,1190.78,0.22752,4375.89,4.97196
16.488,1190.78,0.227685,4378.64,4.97194
16.498,1190.78,0.227849,4381.42,4.97193
16.5081,1190.78,0.228016,4384.23,4.9719
16.5181,1190.78,0.228182,4387.04,4.97187
16.5281,1190.78,0.228345,4389.83,4.97184
16.538,1190.78,0.228514,4392.65,4.97182
16.548,1190.78,0.228683,4395.45,4.9718
16.558,1190.78,0.228849,4398.26,4.97178
16.5681,1190.78,0.229014,4401.09,4.97176
16.5781,1190.78,0.229179,4403.91,4.97174
16.5881,1190.78,0.229347,4406.74,4.97172
16.5981,1190.78,0.22952,4409.56,4.9717
16.608,1190.78,0.229686,4412.4,4.97169
16.618,1190.78,0.229846,4415.25,4.97169
16.628,1190.78,0.230013,4418.12,4.9717
16.6381,1190.79,0.230182,4420.95,4.9717
16.6481,1190.79,0.230357,4423.82,4.9717
16.6581,1190.79,0.23052,4426.65,4.9717
16.668,1190.79,0.230678,4429.5,4.97171
16.678,1190.79,0.230847,4432.33,4.97172
16.688,1190.79,0.231019,4435.12,4.97173
16.6981,1190.79,0.23119,4437.95,4.97174
16.7081,1190.79,0.231353,4440.74,4.97175
16.7181,1190.79,0.231516,4443.54,4.97176
16.728,1190.79,0.23168,4446.34,4.97178
16.738,1190.79,0.23185,4449.14,4.9718
16.748,1190.79,0.232022,4451.91,4.97182
16.7581,1190.79,0.232186,4454.7,4.97184
16.7681,1190.79,0.232353,4457.49,4.97188
16.7781,1190.79,0.232518,4460.3,4.97192
16.788,1190.79,0.232679,4463.15,4.97197
16.798,1190.79,0.232843,4465.97,4.97202
16.808,1190.79,0.233009,4468.8,4.97208
16.8181,1190.79,0.233178,4471.63,4.97213
16.8281,1190.79,0.233348,4474.45,4.97219
16.8381,1190.79,0.233516,4477.29,4.97225
16.8481,1190.79,0.233684,4480.11,4.97232
16.858,1190.79,0.233851,4482.97,4.97238
16.868,1190.79,0.234016,4485.83,4.97244
16.878,1190.79,0.234183,4488.68,4.97248
16.8881,1190.79,0.234351,4491.53,4.97253
16.8981,1190.79,0.234515,4494.34,4.97257
16.9081,1190.79,0.234681,4497.17,4.97261
16.918,1190.79,0.234848,4500.02,4.97266
16.928,1190.79,0.235018,4502.86,4.9727
16.938,1190.79,0.235176,4505.7,4.97274
16.9481,1190.79,0.235344,4508.55,4.97277
16.9581,1190.79,0.235513,4511.38,4.9728
16.9681,1190.79,0.235682,4514.23,4.97283
16.978,1190.79,0.235847,4517.08,4.97287
16.988,1190.79,0.236013,4519.93,4.97291
16.998,1190.79,0.236183,4522.81,4.97294
17.0081,1190.79,0.236352,4525.64,4.97297
17.0181,1190.79,0.236515,4528.44,4.973
17.0281,1190.79,0.236681,4531.26,4.97302
17.038,1190.79,0.23685,4534.08,4.97305
17.048,1190.79,0.237021,4536.88,4.97307
17.058,1190.79,0.237181,4539.68,4.9731
17.0681,1190.79,0.237348,4542.45,4.97312
17.0781,1190.79,0.237519,4545.23,4.97313
17.0881,1190.79,0.237687,4547.96,4.97315
17.0981,1190.79,0.237856,4550.68,4.97317
17.108,1190.79,0.23802,4553.43,4.97318
17.118,1190.79,0.238181,4556.16,4.9732
17.128,1190.79,0.238351,4558.87,4.97321
17.1381,1190.79,0.238516,4561.57,4.97322
17.1481,1190.79,0.23868,4564.26,4.97322
17.1581,1190.79,0.238847,4566.94,4.97322
17.168,1190.79,0.239018,4569.62,4.97322
17.178,1190.79,0.239181,4572.29,4.97321
17.188,1190.79,0.239346,4574.98,4.97319
17.1981,1190.79,0.23951,4577.71,4.97318
17.2081,1190.79,0.23968,4580.41,4.97316
17.2181,1190.79,0.239843,4583.16,4.97313
17.228,1190.79,0.240008,4585.91,4.97311
17.238,1190.8,0.24018,4588.66,4.97309
17.248,1190.8,0.240357,4591.41,4.97308
17.2581,1190.8,0.24052,4594.18,4.97306
17.2681,1190.8,0.240683,4596.95,4.97304
17.2781,1190.8,0.240852,4599.72,4.97302
17.288,1190.8,0.241017,4602.47,4.97301
17.298,1190.8,0.241182,4605.23,4.97298
17.308,1190.8,0.241354,4608,4.97296
17.3181,1190.8,0.241516,4610.74,4.97294
17.3281,1190.8,0.241676,4613.47,4.97292
17.3381,1190.8,0.241844,4616.19,4.97289
17.3481,1190.8,0.24202,4618.95,4.97285
17.358,1190.8,0.242186,4621.73,4.97282
17.368,1190.8,0.242345,4624.49,4.97278
17.378,1190.8,0.242508,4627.25,4.97275
17.3881,1190.8,0.242679,4630.02,4.97272
17.3981,1190.8,0.242851,4632.76,4.97269
17.4081,1190.8,0.243018,4635.5,4.97266
17.418,1190.8,0.243188,4638.26,4.97264
17.428,1190.8,0.243354,4641.01,4.9726
17.438,1190.8,0.243514,4643.79,4.97257
17.4481,1190.8,0.243682,4646.55,4.97254
17.4581,1190.8,0.243849,4649.25,4.97251
17.4681,1190.8,0.244016,4651.96,4.97248
17.478,1190.8,0.244182,4654.67,4.97245
17.488,1190.8,0.244349,4657.4,4.97242
17.498,1190.8,0.24452,4660.16,4.9724
17.5081,1190.8,0.244683,4662.89,4.97237
17.5181,1190.8,0.244844,4665.64,4.97235
17.5281,1190.8,0.245011,4668.37,4.97234
17.538,1190.8,0.245187,4671.1,4.97233
17.548,1190.8,0.245354,4673.81,4.97233
17.558,1190.8,0.245518,4676.51,4.97232
17.5681,1190.8,0.245683,4679.24,4.97232
17.5781,1190.8,0.245848,4681.99,4.97233
17.5881,1190.8,0.246011,4684.73,4.97233
17.5981,1190.8,0.246179,4687.44,4.97233
17.608,1190.8,0.246347,4690.16,4.97234
17.618,1190.8,0.246514,4692.89,4.97235
17.628,1190.8,0.24668,4695.64,4.97235
17.6381,1190.8,0.246847,4698.35,4.97237
17.6481,1190.8,0.247012,4701.09,4.97239
17.6581,1190.8,0.24718,4703.88,4.97241
17.668,1190.8,0.247349,4706.67,4.97245
17.678,1190.8,0.247514,4709.41,4.97249
17.688,1190.8,0.247681,4712.16,4.97254
17.6981,1190.8,0.247852,4714.91,4.97259
17.7081,1190.8,0.248021,4717.66,4.97265
17.7181,1190.8,0.248183,4720.41,4.97271
17.728,1190.8,0.248345,4723.16,4.97276
17.738,1190.8,0.248516,4725.94,4.97281
17.748,1190.8,0.248684,4728.71,4.97285
17.7581,1190.8,0.248851,4731.43,4.97289
17.7681,1190.8,0.249014,4734.14,4.97293
17.7781,1190.8,0.24918,4736.85,4.97297
17.788,1190.8,0.249353,4739.57,4.973
17.798,1190.8,0.249521,4742.27,4.97303
17.808,1190.8,0.249686,4744.98,4.97305
17.8181,1190.8,0.249846,4747.69,4.97308
17.8281,1190.8,0.250011,4750.39,4.97312
17.8381,1190.81,0.250177,4753.06,4.97316
17.8481,1190.81,0.250351,4755.72,4.97319
17.858,1190.81,0.250522,4758.37,4.97323
17.868,1190.81,0.25069,4761.03,4.97326
17.878,1190.81,0.250856,4763.7,4.9733
17.8881,1190.81,0.251022,4766.34,4.97333
17.8981,1190.81,0.251192,4768.99,4.97337
17.9081,1190.81,0.251354,4771.63,4.97341
17.918,1190.81,0.251517,4774.27,4.97345
17.928,1190.81,0.251681,4776.9,4.9735
17.938,1190.81,0.251849,4779.54,4.97354
17.9481,1190.81,0.252014,4782.19,4.97359
17.9581,1190.81,0.252183,4784.89,4.97364
17.9681,1190.81,0.252352,4787.54,4.9737
17.978,1190.81,0.252514,4790.22,4.97375
17.988,1190.81,0.252677,4792.87,4.97381
17.998,1190.81,0.252851,4795.57,4.97387
18.0081,1190.81,0.253019,4798.26,4.97393
18.0181,1190.81,0.253182,4800.92,4.97398
18.0281,1190.81,0.253345,4803.6,4.97404
18.038,1190.81,0.253516,4806.29,4.97409
18.048,1190.81,0.253687,4808.97,4.97415
18.058,1190.81,0.253852,4811.63,4.97421
18.0681,1190.81,0.254015,4814.32,4.97427
18.0781,1190.81,0.254182,4817,4.97433
18.0881,1190.81,0.254349,4819.69,4.97439
18.0981,1190.81,0.254518,4822.34,4.97445
18.108,1190.81,0.254686,4824.99,4.97451
18.118,1190.81,0.254854,4827.65,4.97456
18.128,1190.81,0.255019,4830.31,4.97461
18.1381,1190.81,0.255182,4832.98,4.97466
18.1481,1190.81,0.255346,4835.64,4.9747
18.1581,1190.81,0.255508,4838.28,4.97474
18.168,1190.81,0.255684,4840.93,4.97477
18.178,1190.81,0.255854,4843.56,4.97481
18.188,1190.81,0.256015,4846.21,4.97484
18.1981,1190.81,0.256181,4848.86,4.97488
18.2081,1190.81,0.25635,4851.53,4.97491
18.2181,1190.81,0.256515,4854.23,4.97495
18.228,1190.81,0.256676,4856.85,4.97499
18.238,1190.81,0.256842,4859.29,4.97502
18.248,1190.81,0.257013,4861.73,4.97507
18.2581,1190.81,0.257188,4864.15,4.9751
18.2681,1190.81,0.257356,4866.56,4.97514
18.2781,1190.81,0.257516,4868.98,4.97518
18.288,1190.81,0.257681,4871.45,4.97522
18.298,1190.81,0.257847,4873.9,4.97526
18.308,1190.81,0.258016,4876.36,4.97529
18.3181,1190.81,0.258186,4878.77,4.97532
18.3281,1190.81,0.258357,4881.25,4.97535
18.3381,1190.81,0.258526,4883.91,4.97539
18.3481,1190.81,0.258688,4886.58,4.97542
18.358,1190.81,0.258853,4889.32,4.97546
18.368,1190.81,0.259019,4892.06,4.9755
18.378,1190.81,0.259182,4894.82,4.97554
18.3881,1190.81,0.259343,4897.54,4.97558
18.3981,1190.81,0.259508,4900.29,4.97562
18.4081,1190.81,0.259682,4903.02,4.97566
18.418,1190.81,0.259851,4905.79,4.9757
18.428,1190.81,0.260016,4908.56,4.97575
18.438,1190.82,0.260185,4911.34,4.97579
18.4481,1190.82,0.260352,4914.12,4.97583
18.4581,1190.82,0.260516,4916.86,4.97586
18.4681,1190.82,0.260687,4919.58,4.9759
18.478,1190.82,0.260849,4922.29,4.97593
18.488,1190.82,0.261016,4925.01,4.97597
18.498,1190.82,0.261187,4927.69,4.97601
18.5081,1190.82,0.26135,4930.37,4.97605
18.5181,1190.82,0.261514,4933.03,4.97609
18.5281,1190.82,0.261681,4935.7,4.97613
18.538,1190.82,0.261849,4938.34,4.97616
18.548,1190.82,0.262016,4940.96,4.9762
18.558,1190.82,0.262182,4943.57,4.97625
18.5681,1190.82,0.262351,4946.19,4.9763
18.5781,1190.82,0.262515,4948.79,4.97635
18.5881,1190.82,0.262678,4951.39,4.97641
18.5981,1190.82,0.262848,4954.01,4.97646
18.608,1190.82,0.263016,4956.63,4.97651
18.618,1190.82,0.263179,4959.22,4.97657
18.628,1190.82,0.263344,4961.81,4.97663
18.6381,1190.82,0.263517,4964.41,4.9767
18.6481,1190.82,0.263684,4967,4.97678
18.6581,1190.82,0.263852,4969.6,4.97685
18.668,1190.82,0.264015,4972.19,4.97693
18.678,1190.82,0.26418,4974.8,4.97701
18.688,1190.82,0.264348,4977.39,4.97708
18.6981,1190.82,0.264513,4979.96,4.97715
18.7081,1190.82,0.264681,4982.54,4.97723
18.7181,1190.82,0.264855,4985.1,4.97731
18.728,1190.82,0.265022,4987.67,4.97739
18.738,1190.82,0.265185,4990.24,4.97747
18.748,1190.82,0.265347,4992.8,4.97755
18.7581,1190.82,0.265516,4995.36,4.97762
18.7681,1190.82,0.265683,4997.88,4.97769
18.7781,1190.82,0.265846,5000.39,4.97775
18.788,1190.82,0.266013,5002.91,4.97782
18.798,1190.82,0.266179,5005.44,4.97789
18.808,1190.82,0.266348,5007.96,4.97795
18.8181,1190.82,0.266513,5010.5,4.97802
18.8281,1190.82,0.266681,5013.06,4.97808
18.8381,1190.82,0.266848,5015.58,4.97812
18.8481,1190.82,0.267019,5018.12,4.97818
18.858,1190.82,0.267187,5020.7,4.97823
18.868,1190.82,0.26735,5023.3,4.97827
18.878,1190.82,0.267514,5025.91,4.97832
18.8881,1190.82,0.26768,5028.48,4.97837
18.8981,1190.82,0.267855,5031.02,4.97841
18.9081,1190.82,0.26802,5033.58,4.97845
18.918,1190.82,0.268186,5036.14,4.97848
18.928,1190.82,0.268351,5038.7,4.97852
18.938,1190.82,0.268514,5041.27,4.97856
18.9481,1190.82,0.268677,5043.85,4.97859
18.9581,1190.82,0.268847,5046.36,4.97863
18.9681,1190.82,0.269015,5048.88,4.97867
18.978,1190.82,0.269184,5051.41,4.97871
18.988,1190.82,0.26935,5053.99,4.97875
18.998,1190.82,0.269513,5056.56,4.9788
19.0081,1190.82,0.269676,5059.11,4.97885
19.0181,1190.82,0.269843,5061.69,4.9789
19.0281,1190.82,0.270014,5064.24,4.97895
19.038,1190.83,0.270181,5066.8,4.979
19.048,1190.83,0.270347,5069.33,4.97906
19.058,1190.83,0.270521,5071.92,4.97911
19.0681,1190.83,0.270691,5074.48,4.97916
19.0781,1190.83,0.27085,5077.07,4.97921
19.0881,1190.83,0.271015,5079.63,4.97927
19.0981,1190.83,0.271184,5082.22,4.97933
19.108,1190.83,0.271349,5084.82,4.97938
19.118,1190.83,0.27152,5087.38,4.97943
19.128,1190.83,0.271689,5089.92,4.97949
19.1381,1190.83,0.271856,5092.45,4.97954
19.1481,1190.83,0.27202,5094.99,4.97959
19.1581,1190.83,0.272187,5097.53,4.97964
19.168,1190.83,0.272352,5100.05,4.97969
19.178,1190.83,0.27251,5102.55,4.97973
19.188,1190.83,0.272677,5105.05,4.97978
19.1981,1190.83,0.272851,5107.52,4.97981
19.2081,1190.83,0.273016,5110.01,4.97985
19.2181,1190.83,0.273178,5112.5,4.97989
19.228,1190.83,0.273342,5115.03,4.97992
19.238,1190.83,0.27351,5117.58,4.97996
19.248,1190.83,0.273683,5120.14,4.97999
19.2581,1190.83,0.273852,5122.67,4.98002
19.2681,1190.83,0.274019,5125.25,4.98006
19.2781,1190.83,0.274182,5127.82,4.98009
19.288,1190.83,0.274348,5130.39,4.98012
19.298,1190.83,0.274516,5132.96,4.98015
19.308,1190.83,0.274682,5135.5,4.98017
19.3181,1190.83,0.274853,5138.03,4.98019
19.3281,1190.83,0.275021,5140.57,4.9802
